QQ,Info
148,第一次 参加 小 象 学院 课 问 完课 之后 相关 视频 离线 看到 会 保留 多久 一年 后 在线 保留 好 可能 以后 会 忘 想查 回顾 看来 不行
315,大家 有没有 做 互联网 金融 风控 交流 问 录像 直播 完 立马 出来   一会 路上 直播 好 问下 这步 得来 问下 dk ai 不是 直接 dk   |   ai 不是 条件 概率       难道 | A 联合 发生 熵     H D | A 写成     H DA 梯度 下降 拟 牛顿 法 ppt 不能 共享
294,红包 统计 概率 总和   video   downhelper GML 后面 一步 读懂 狼多肉少 觉得 第一 胎生 女孩 再生 女孩 概率 0.5 第一次 抛 硬币 正面 抛 一次 正面 概率 相信 奇异 值 分解 后 效果 明白 组 传达 意义 老师   anaconda U ∑ V 中 U   V 分解 捣蛋 抽 一等奖 中科院 一等奖 会 这张 图能 说明 理解 标注 问题 以为 分类 回归
269,概率论 数据 统计 电子书 共享 谢谢 python3 好 赞成   399 %   899 老师   写字 工具 老师 解释 应用   挺 好 收获 蛮 网上 搜 破解版 恩     够用 必须 快 做 微 交易   小 程序   交流 交流 昨晚 老师 下周 上课
78,旁听生 输入 学 号 姓名 进入 kefu 微信 够买 好 直播 进入 没有 找到 输入 学 号 姓名 地方 谢谢
9,del   变量 del   变量 清除 变量 明天 晚上 八点 每周       晚上 八点 停 那要 不是 每个 人 改 算法 不是 听过 回放 ok
332,iPad   直接 显示 获取 直播 信息 出错
318,看不见 听不见
311,稍 刷新 进错 课 http www chinahadoop cn course 812 lesson 16254 live entry 切换 好 黑 黑 稍 请 大家 稍 正在 排查 问题 邹 老师 正在 尝试 链接 上课 http www chinahadoop cn course 812 lesson 16382 live entry 稍 方便 问问 不能 转载 转发 升级 已经 结束 后面 活动 通知 小 象 学院 服务 号 理解
141,还好 数据分析 行列式       行数 列数 相等   有行数 列数 没见 相等 同事 数学 专业       相等     我查     网上 很多 资料 没见   行列式 同问     有人 中文版 R 语言 帮助 文档         英文版 看着 很别   函数 功能 参数   理解 费劲
46,回放 直播 喽 loga 问题 懂 讨论区 问题 问 ppt 里 写 函数 导数 不是 求 lim 一堆 有点 懂 为啥 令 等于 反求 参数 以为 直接 推导 等于 极限 一堆 求解 Taylor 展开 一堆 前面 公式 里 少 写 极限 符号 一块 有点 别扭 感觉 大家 明白 啥意思 好 谢谢 大家 群里 气氛 太好了 大家 互相 交流 讨论 问题 共同进步 知识 图谱 规则 做
286,请问 邹 老师 代码 下载 网上 找点 视频 行 学 数学 不用 报班
260,课件 下载 中国 当今 上升 通道 过年 正好 学习 时间 平时 加班 过年 正好 学习 过年 正好 时间 学习 平时 加班 没有 空 过年 正好 学习 好 时间 过年 上课 老师 有没有 空 有空 好 不要 停 停下来 效果 不好 上课 希望 25 号 不能 上到 25 日 看不见 同学 看见 问题 看不见 春节 开个 算法 课 好 春节 开个 算法 课 好 根本无法 买 这是 问题 好 相 比较而言 感觉 老师 讲 最 棒 实现 源码 大家 注释 推倒 重要 关键 源码 体现 公式 提 ravel 意思 多谢 这是 问题 3.5   不会 改 大神 请教 ru 解决 这是 问题 请教 代表 未来 拜托 命令 试试 改呀 改后 python3 报错     np tile           np tile     同问 重复 分 准确 是不是 信息 滞后 泡沫 会 破灭 中介 买 涨 买 跌 心理 不会 轻易 报价 下来 确实 很多 资金 去 限购 地方 很多 偏远 房子 不去 住 没有 人 接盘 李嘉诚 跑 看来 李 超人 失算 很多 人 跟着 李嘉诚 抛房 正是 限购 没有 跌 危机 截图 看看
14,哈哈哈 还好 划分 XGBBOOST 里 来回 倒腾 N 遍 听懂 是否是 取 最大 分割
213,问下 读 书 找到 老师 讲 概念 详细描述
65,代码 找到 想 途径 没有 方便 之后 学习 敲 当然
194,有微 信群 群号 谢谢 有人 刚才 群里 有人 正 纳闷 求 官方 说法 谢谢
209,发个 福利 贴 最近 想 换 地方 同学 阿里 杭州 招 java 算法 同学 联系 我哈 内 推 途径 概率 更高
162,matlab 机器 学习 潜力 没有 python 大 貌似 爱用 matlab 现在 办法 弄 python 有没有 高见 python 倒 matlab 挺 不够 顺手 发现
150,组队 好 主意 灰太狼     这货 走火入魔 行   服 水平 高     去 公司 里 搞搞 项目     大家 讲 讲课 行   到处 喷水 互相学习 行         没用 废话 搞 气氛 不好 其实 时间 学习气氛 挺 重要
369,真幸福 女生 组 女 没有 工作 几年 组来 搞 雷达探测 研究生 实习 算法 不错 现在 做 大 数据 名片 前面 数字 学号 其实 感觉 现在 累 国企 比较 轻松 打算 明年 跳槽 学号 随机 两年 南开 软件 专门 数学 字母 排列组合 本来 生男生女 概率 男女比例 会 失调 今天 晚上 讲 数理统计 网易 云 课堂 里 周志华 讲 不错 今天 以前 概率论 数理统计 拿出 来看 复习 好 高深 板砖 表示 听不懂 大学 学 离散数学 理解 成 图像 越来越 清晰 周志华 那本 书写 很棒 看过 老师 中科院 里 忙些 现在 阳光普照 奖 每人 一张 彩票 和习 大大 共度 晚餐 杭州 听 现在 滨江 没有 区 恩 搬 砖 去过 蚂蚁 金服 是不是 不远 去过 几次 西溪 印象 城 好远 坐 194 俩 小时 快要 下班 五点 下班 敢 信 坐 it 五点 下班 做 好像 厉害 表示 懵 逼 封面 西瓜 西瓜 书 应该 很多 师妹 师妹 决策树 全是 好瓜 坏瓜 全部 西瓜 做 例子 涛声 依旧 走 anaconda 自带 不用 单独 安装 书 讲 EM 算法 讲 比较 细致 求 推荐 恩恩 好 二期 em ppt 发给 看看 想 妹纸 聚会 马 上下班 好 诡异 老师 传送 过来 富强 没钱 最近 视频 老 播放 回事 稳定 有人 中文版 R 语言 帮助 文档 觉得 东西 没用 机器人 自动 翻译 R   in   Action 一本 收据 挖掘 R 语言 经验 不是 好找 下架 邹博 老师 良心 老师 不能 黑 去 一家 炼数 成金 一套 机器 学习 视频 别人 免费 分享 找 找 会 不会 踢 恩 几十个 G 加 好友 群里 分享 感觉 不太好 小象 加 群 464746363 邹 老师 讲 传奇 经历 班上 有个 同学 科大 读 博士 最近 晚上 没有 时间 上课 34 应该 比较 早 打算 辞职 次 课来 做 做 大 数据 打算 转 做 大 数据分析 数据挖掘 目前 数据量 很小 政府 做 不敢 大 数据 挂羊头卖狗肉 毛 大 关系 型 数据库 基本 搞定 总得 26 次课 机器人 叫个 劲 才 本科 今天 不要 加班 公司 看会 书吧 七点 回去 到家 正好 上课 1977 好像 上课 想 去 那种 大牛 团队 有个 博士 带 好 阿里 进不去 以前 外企 面试 美国 团队 想 去 小 公司 搞 几年 创业 试试 咱大 天朝 差不多 就行了 会 文字狱 反 社会 分子 卖房子 去 分类 讲完 现在 聚类   厉害 的哥 五六 月份 找 工作 是不是 比较 难 今天 晚上 时间 上课 惨兮兮 哪天能 讲完 今天 晚上 加班 惨兮兮 感觉 李航 书 其实 不错 没到 家 问题 拉个 朗 日 余项 公司 弄 数学 基础 分享 打算 部分 借用 老师 课件 最近 没有 时间 上课 老苦 逼 sigmiod 函数 哪堂 课 讲 sigmoid 函数 一课 讲 那道题 射中 概率 10 今天 时间 上课 加班 加班 惨兮兮 今天 晚上 讲 两个 多星期 上课 最近 天天 晚上 十点 多到 家 课程 下载 好 深度 学习 升级
263,python   pycharm 跨平台 直接 运行
380,乐 下周 停课 插 一句 深圳 初创 团队 招 计算机 视觉 工程师 最近 有意 私聊 应用领域 老 司机 年轻 小伙子 欢迎 深圳 雾 霾 创业 环境 好 少 学校 香港 交换 生说 北京 一口气 吸进去 一张 元素 周期表 人工智能 相关 创业     北深   第一 梯队     杭州   上海 91 年 深深 伤害 本科 五年   硕士 四年 特别 优秀 放宽 一年   帮 推荐 华为 大 数据 团队   Huawei   Mind 最终 学历 必须 时 211 国外 QS 排名 前 200   社招 卡 年限 认为 应该 形状
251,if 100000000   100000000 if 10000   10000 if 100   100 if 10   10 return  
87,请问 一步 推 N 代表 取到 最大 奥 谢谢 之前 以为 nk N 离散 求和 连续 积分 可能 loga 好像 取到 数 个数 确定 100 个数 可能 是不是 多种 可能 数 没有 包括 感觉 题目 告诉 好像 没有 包含 重复
275,早上好 指数分布 期望 小 问题 同样 连续 分布 指数分布 期望 要用 概率密度 去 算 均匀分布 直接 本身 去 算 好像 懂 离散 型 概率密度 等价 连续型 概率 懂 谢谢 大家 学习 觉得 老师 逻辑 资历 思路 搞个 机器 学习班 学习 学习 必要 这秀 淘宝 阅片 优越 邹 老师 这种 良心 导师 实在 没有 黑 必要
50,概率密度 离散 型 概率 换个 浏览器 试试 好 扫 起来
97,latex 过年 上课   老师 三倍 工资 怕 吃 瓜 群众 明白 进来 听课 学 东西   必要 质疑 老师 讲错 内容 讨论   何必 一定 要求 附和 价值观 理念 局座 牛 逼   项目 论文 教授   教 海带 战   雾 霾 战去 学
117,针对 生育 思考 题写 小 程序 如下 完善 代码 发上来 大家 优化 建议 随时
108,      很配 昵称 好     瞧不起 调包 侠       不容 人 擅长 不同 人 来说       工具 需要 研究 太深 微信 问 两个 客服   问 爬虫 班能 插班   一整天 回复   以往 小 象 客服 从来不 回复         真是 服气     浪费 感情       感觉 邹博 积攒 好感度 客服 败 完   机器人 逗我 问 没有 哥 问问 神奇 海螺       搞 爬虫 可能 不会 搜集 资料 实验室 nlp 武汉
330,会 优先 考虑 理论 年龄 差会 越来越 大 显然 不是 一定 差距 后会 嫌 年龄 大让 单着
86,请问 学号
228,  代数 类 比较 抽象         需要 几何 概率 表达 比较 好 好 友善 调节
288,焦作 焦作 课件 下载
392,大家 好 想 请问 这种 情况   user id 两个 document 处理 做 logistic   regression 时   报错 ValueError   Unknown   label   type   continuous 请问 解决 问题 出 label 连续 值 问题 应该 吃完饭 试 应该 谢谢 请教 大家 问题 12.1   例子   运行 报错 处理 pydotplus graphviz 包 有用 anaconda 装 意思 安装 graphviz 软件   and   库 谢谢 以为 anaconda graphviz 库 谢谢 课 总共 课时 节课 请问 得到 找到   谢谢 谢谢 请问 天云大 数据   公司 了解
128,下周 课件 代码 上传 下周 课 上传 下周 课
25,有报 课 扫码   送 春节 礼包 小 象 学院     扫 起来 扫码 送 春节 礼包 抢 深度 学习 不会 解决 499
74,刚团 99 数学 差 一人 兴趣 快 https wxe9c061d2aed9ae09 91pintuan com group 5870ec7ded25575870f140e0   没有 拉倒 机器 学习 群 只能 发到 恩 刚刚 发现 群 留言 谢谢
105,老师 第三次 课 代码 发群 里 之前 离线 没有 收到 放群 文件 里面 谢谢 好 谢谢 好
177,明天 课件 放上去 缓存 完 回放 才 看到 缓存 下载 按钮 scipy 0.18 cp27 cp27m win amd64 whl 找 地方 放 好 pip   install   绝对路径 应该 pip   install     scipy 0.18 cp27 cp27m win amd64 whl 想 问 64 位 系统 安装   64 位 python 下个 win32 whl 听说 27 可能 会 多点 32 位 处理 数据 有限 提示 清晰 下个   numpy mkl whl 搭 环境 挺 烦得 搞 几次 经验 可能 路径 问题 可能 操作 光标 去 底部 尽早 入行 上手 赚取 行业 红利 无奈 教育 算 事业 其实 想 干 其实 想 找 非常 出名 大家 不必 项目 搞 好 一定 讲课 好 讲课 好 一定 项目 不想 透露 术业 专攻 网上 论文 只 找 一家
262,感谢 分享   这花 太牛
155,2016.1 阶 中心矩 混合 矩 参数 点估计 时会 用到 高阶 矩 矩阵 论里 不用 anaconda 啥子 问题 完 邹 老师 时间 看哈林轩 田 机器 学习 基石 技法 anaconda pycharm 必要 单独 去 装 python anaconda 中 没有 库 pycharm 里 下载 特征值 特征向量 π 特征值 少于 多次 迭代 后 失去 影响 小 象 学院 app 上能 不能 放 视频 回放 下周 放假 金融 风控 还要 涉及 内容 p2p 公司 上班 刚刚 手 思路 最好 一起 搞 现在 很多 p2p 搞 风控 大多 政策 anaconda 下装 sktlearn 不要 pip 命令 算法 讲 明白 代码 最好 实现 不写 一遍 难 掌握 精髓 之前 直接 机器 学习 实战 敲 代码 发现 原理 懂 根本 没法 深入 学完 矩阵 机器 学习 理论 去 图像 去燥 paper 以前 容易 理解 拖 进度条     图 颜色 块 含义 2500     终于 明白 颜色 块 代表 样本 类别 所在区域 x1   x2     np meshgrid t1   t2       函数 有点 类似 笛卡尔 积 大家 越来越 好学     请问 大神 图中 X L1 范数 菱形     请问 大神 图中 X L1 范数 菱形 明白 图中 | | | | 理解 成 向量 才 好 解释 邹 老师 有没有 考虑 出期 图像处理 视频 学 之前 最好 补 线性代数 概率论 凸 优化 方面 知识 学 起来 确实 有点 费劲 没得 大 影响
298,有要 上车 https wxe9c061d2aed9ae09 91pintuan com group 5871c48952074e3b718522e7 我能 刚 下班
320,棋子   王菲
190,https www zhihu com question 41068341 sort created 上网 搜   orth 函数 功能 描绘出来 python 实现 方法
180,出来 他安卓 不让 缓存 清理
223,Andrew   Ng 讲义 指 有没有 纸质 版 个人 更 喜欢 看写 出来 好 谢谢 代码 炼数 哪门 课 机器 学习 用库 课是 实现 代码 请问 github 找到 各人 各人 观点 不用 激动 印象 中是 几个 NLP 博士 共同 微博 贝叶斯 网络 适用 无 环图 图是 环 反馈 调节 算 做 删边
355,大家 有木有 spyder 机器 学习 升级 第三期 只能 重新 买
173,二期 听过 三期 免费 听 一次 截图 真 快 蜡烛 图 好像 不是 电脑 问题 10 分钟 应该 重启 完 32 位 系统 sklearn 两行 改成 import   sklearn       试试 试 直播 停 直播 停 信息熵 老师 去 算 信息熵 列表 里面 值 变化 想 列表 里 值 去取 pandas 里 相应 行 数据 有人 做 列表 里 数值 11 行 11 几个 数字 随机 保存 列表 里 想 列表 里 数取 facno 值为 11 行 写个 例子 好 谢谢 有空 帮 深入浅出
352,其实 建议 老师 讲 不能 直接 一点 经常 带 走神 有用 pycharm 同学 pycharm 里面   xxx   出来 解释 文字 不会 自动 分行 好长 设置 terminal 调用 ipython   问题 pycharm 设置 问题
15,哪位 python   2.7 安装包 分享 谢谢 上官 网 网速 不好 下好 分享
58,这种 东西 好 邹博 中科院 推荐 去 中科院 直博难 要求 做 机器翻译 块 三年 可惜 个小本 想 了解 去 中科院 直博 情况 工作 不太 担心
90,没有 看见 看到 老师 讲 好 课程 设计 假定 数据 测试 假定 图上 所有 坐标 所有 不是 样本 构成 图 素 像素 代表 一个点 老师 5000 像素 好像 lin     model get params linear linear get params 后 为啥 加 linear   这块 代码 看不懂 求高人 解释 谢谢   编辑 10.4 那节 课 代码
358,白屏 换 浏览器 好 谢谢
70,好 问题 解决 我加 好友 ok 暂时 功能 会 考虑 事情 有点 延迟   不会 立即 出来 加 好友 卡 家 好友 你加 好友 提问 老师   问答 社区 聊天 区 地址   问答 社区 http wenda chinahadoop cn 工业界 讲 计划 中     看下 大家 需求 开 起来 高级 工业界 不用 没有 设计阶段
350,声音 画面 对不上 哪位 邹 老师 公式 编辑 工具
185,嫌 配置 环境 麻烦   推荐 docker 真心     嫌 每次 搭 环境 费劲     推荐 使用 docker       以前 换 电脑 老装 环境     docker 方便
206,请 问题 http wenku baidu com link url NpNHP9r5gUTa9Ha73AZjSDpA08qAulYd5ZjpQt KKGjiXnWUvYArtkMyRgBzmAP2KmI1nekcvmYAAiTiwOfMTXaVEDFAErtQO63PV5CKdaG
112,第六节 课 没有 回放 这次 课 直播 有事 没上 成 看到 之前 网页 没有 刷新 没有 次课 回放
111,路径 问题 前面 加 自主 生成
336,玻尔兹曼 机与 hopfield 能量 函数 得来
109,视频 是不是 不能 只能 在线看
158,app
39,第一个 社区 够用 推导 当然 重要 原理 懂 谈 改进 一门 课 可能 全部 涵盖 想 一步登天 算法 精髓 项目 工作 中 积累 讲 项目 那得 线下 培训 才 好 现在 老师 上课 方式 挺 好 个人 追求 钱 重要 周志华 西瓜 交钱 多学门 纯 项目 实战 课 每个 人 观点 小象 没关 不同 层次 学员 追求 时门 进错 课程 介绍 详细 理论 懂 代码 大致 把握 懂 个人 觉得 机器 学习 重要 理论 废话 代码 基础 没有 学 机器 学习 当初 学 C语言 马上 开发 项目 先 去 学好 python 基础 不见得 刚 代码 以色列 语 私聊 越 越 离谱 三人行 必有我师 祖宗 忘 IT 行业 技术 更新 最快 要花 少量 钱学 完 所有 东西 只能 做人 失败 不会 做人 本身 钱 退 踢 真 不会 做人 应该 没什么 朋友 人 口径 统计 机器 学习 更何况 数据 代码 公布 论文 真假 国际 高水平 论文 会 公布 数据 代码
40,data 我用 mismatch   feature 问题 不是 文件 分 出来 traning   data testing   data 这种 问题 想 问问 处理 这种 情况 多谢 问题 trained   model 以后 难道 每次 新 数据 重新 train 只能 一次 太 费时间 还要 不断更新 code 数据 可能 出现 新 值 最近 遇到 情况 training   data 里面 参数 没有 出现 值 testing   data 里面 出来 可能 出现 feature 匹配 情况 增加 举个 例子 training   data 里面 有个 参数 A 可能 取值 X Y 新 teasting   data 里面 A 值 可能 去 X Y Z 做 categorical   coding non   numeric 变成 numeric 会 出现 新 feature 出来 我用 dummy   variable 方法 处理 处理 好像 问题 很多 最后 没辙 我用 model 处理 恩 这种 选择 feature 去 test 设置 参数 必须 写 代码 去 筛选 保持 feature 匹配 libsvm 格式 会 自动 选择 feature 去 test 没用过 好 非常感谢 试试 没用过 spark libsvm 还头 一次 听说 谢谢 不是 spark 里面 常用 以为 主要 spark 里面 明白 谢谢 搜 搜
207,stack 意思 numpy stack 多谢 更新 numpy 最新 版本 仍然 提示 存在 是不是 stack 还要 倒入 库 重新 打开 醉 额 哪位 好心人 帮忙 解答 好像 错过 搜 不到 sklearn 换 gaggle 数据分析 学 东西 现在 学 不同 厉害 xgboost 搜 不到 anaconda 里面 没有 搜 不到 大家 安装 xgboost Mac 适用 谢谢 好人 安装 好 wine 打不开 帮 谢谢 擦 wine 不是 类似 虚拟机 东西 难道 错 课件 不是 安装 我特 理解 错 日 搞 晚上 得瑟 小象 官网 打不开 get label 返回 一行 代码运行 顺序 上面 先 定义 log reg 参数 hat reg 传给 train hat train 之后 才 得到 问题 有点 low 求 解惑 谢谢 意思 执行 train 建立 模型 时 用到 log reg 函数 中 参数 hat 值 之前 没有 算 两个 参数 后面 才 算 第一次 得来 有点 一棵树 切出来 object 调用 log reg 实际 值 预测值 hat 算出 一介 二阶 东东 返回 好 谢谢 请问 之前 输入 特征 标签 split 切分 里面 却 直接 get label get label 自动识别 提取 一行 列 谢谢 好人 问题 请教 class   csr matrix cs matrix   IndexMixin Compressed   Sparse   Row   matrixThis   can   be   instantiated   in   several   ways csr matrix D with     dense   matrix   or   rank   ndarray   Dcsr matrix S with   another   sparse   matrix   S   equivalent   to   S tocsr csr matrix M   N   dtype to   construct   an   empty   matrix   with   shape   M   N dtype   is   optional   defaulting   to   dtype csr matrix data   row ind   col ind   shape M   N where   ` ` data ` `   ` ` row ind ` `   and   ` ` col ind ` `   satisfy   therelationship   ` ` row ind   col ind     data ` ` csr matrix data   indices   indptr   shape M   N is   the   standard   CSR   representation   where   the   column   indices   forrow     are   stored   in   ` ` indices indptr indptr ` `   and   theircorresponding   values   are   stored   in   ` ` data indptr indptr ` ` If   the   shape   parameter   is   not   supplied   the   matrix   dimensionsare   inferred   from   the   index   arrays Attributes dtype     dtypeData   type   of   the   matrixshape     tupleShape   of   the   matrixndim     intNumber   of   dimensions   this   is   always   nnzNumber   of   nonzero   elementsdataCSR   format   data   array   of   the   matrixindicesCSR   format   index   array   of   the   matrixindptrCSR   format   index   pointer   array   of   the   matrixhas sorted indicesWhether   indices   are   sortedNotes Sparse   matrices   can   be   used   in   arithmetic   operations   they   supportaddition   subtraction   multiplication   division   and   matrix   power Advantages   of   the   CSR   format   efficient   arithmetic   operations   CSR     CSR   CSR     CSR   etc   efficient   row   slicing   fast   matrix   vector   productsDisadvantages   of   the   CSR   format   slow   column   slicing   operations   consider   CSC   changes   to   the   sparsity   structure   are   expensive   consider   LIL   or   DOK Examples   import   numpy   as   np   from   scipy sparse   import   csr matrix   csr matrix     dtype np int8 toarray array                     dtype int8   row     np array             col     np array             data     np array             csr matrix data   row   col   shape   toarray array               indptr     np array         indices     np array             data     np array             csr matrix data   indices   indptr   shape   toarray array             As   an   example   of   how   to   construct     CSR   matrix   incrementally the   following   snippet   builds     term document   matrix   from   texts   docs       world     goodbye   cruel   world   indptr       indices       data       vocabulary     {   for     in   docs           for   term   in                     index     vocabulary setdefault term   len vocabulary                   indices append index                   data append           indptr append len indices   csr matrix data   indices   indptr   dtype int toarray array             format     csr 没事 晚点 问 眨眼睛   indptr     np array         indices     np array             data     np array             csr matrix data   indices   indptr   shape   toarray array             生成 array 好 理解 直接 更具 坐标 放值 进去   indptr     np array         indices     np array             data     np array             csr matrix data   indices   indptr   shape   toarray array             使用 参数 形式 放值 对不上 好 谢谢 编号 pyc 没有 装 python 情况 直接 打开 运行 求解 补齐 船票 价格 缺失 值 if   len data Fare data Fare isnull     fare     np zeros for     in   range   fare     data data Pclass         Fare dropna median for     in   range   data loc data Fare isnull     data Pclass           Fare     fare 用到 isnull ne 打印 data Fare isnull 全部 False 学 有点 茫然 没法 理解 只能 一知半解 print   precision recall fscore support true   hat   beta print   classification report true   hat array         0.6   array           0.75   array                       0.66666667   array   precision         recall     f1 score       support0               0.00             0.00             0.00                   21               0.60             0.75             0.67                   4avg     total               0.40             0.50             0.44                   帮忙 意思 support 相应 区域 模型 预测 现在 特征 范围 内 采样 建模 样本 标签 建模 采样 进行 预测 画出 看到 背景 拿出 测试 样本 进行 预测 scatter 画 出来 样本 特征 范围 内 采样 意思 随意 取 多点 精确 一个个 小方块 列 行 不是 意思 打印 两个 向量 shape 理论知识 搞不定 感觉 好难 刚刚 聚类 后面 部分 问 random state 意思 参数 换成 and 试试 没有 打印 go 会 死去活来 运气 不好 python   开发 桌面 软件加密 轻松 破解
316,视频 肯定 直播 会 丢 先录 好 播下 听 回放 后面 上课 停 多长时间 春节 停 学完 这课 是否 能改 算法 是不是 数学 基础 好 以前 算法 拿来 并未 去 理解 算法 只 想 原来 算法 进行 改进 几种 算法 结合 起来   统计 建模 实战 课用 编程语言 统计 建模 实战   课用 编程语言 老师 学完 课程 达到 水平 统计 建模 实战   必要 学 这课 是否 必要 学 希望 春节 停课 春节 加课 建议 春节 照样 直播 不是 大学 放假 老师 现在 机器 学习 matlab 好 python 老师 我要 好好学 课 基础 好 建议 以后 新 内容 是否 搞 提高班 老师 我要 好好学 课 基础 好 建议 以后 新 内容 是否 搞 提高班 老师 我要 好好学 课 基础 好 建议 以后 新 内容 是否 搞 提高班 不要 以前 內容 增加 再重 讲遍 老师 ppt 里 代码 好像 沒有 老师 基金 课题 沒 专门 讲 贝叶斯 网络 课程 沒 专门 讲 贝叶斯 网络 课程 沒 专门 讲 贝叶斯 网络 课程 问题 这问 老师 iPad 好 问题 这问 老师 问题 这问 老师 顺畅 天天 学 老师 讲点 新 算法 沒 卡 沒法 提问 老师 现在 好 提问 老师 好像 没有 讲 新 算法 库函数 地方 差不多 比较 失望 好像 没有 讲 新 算法 库函数 地方 差不多 比较 失望 前面 讲 一大堆 数学 定理 后面 代码 居然 库函数 去 实现 醉 炼术 成金 课 听 代码 去 实现 当然 邹博 老师 定理 推导 头头是道 实现 库函数 讲得 好 库函数 没用 说错 不是 练术 成金 淘宝 买 视频 好 邹 老师 库函数 请 邹 老师 讲些 最新 算法 至少 15     16 年 新 好 邹 老师 库函数 请 邹 老师 讲些 最新 算法 至少 15     16 年 新 好 邹 老师 库函数 请 邹 老师 讲些 最新 算法 至少 15     16 年 新 听来听去 重复 讲 去 Paper 听 好 邹 老师 库函数 请 邹 老师 讲些 最新 算法 至少 15     16 年 新 至少 机构 不同点 只 提个 建议 可能 为难 邹 老师 邹 老师 课 最好 可能 期望 比较 高 贝叶斯 沒 听 至少 沒 接触 不好意思 课 不错 最好 做 项目 讲 更好 说点 建议 T 沒 攻击 邹 老师 去 看看 沒有 过份 谈下 想法 邹 老师 不理 意义 邹 老师 采纳 改进 课程 为偿 不可 邹 老师 不能 库函数 里 代码 对照 公式 讲 一遍 更好 反正 昨晚 听 感觉 前面 公式 根本 沒 必要 讲得 详细 觉得 建议 不是 沒 道理 邹 老师 不能 库函数 里 代码 对照 公式 讲 一遍 更好 算法 重要 沒 讲 代码 具体 实现 直接 库函数 会 算法 实现 重要 最好 公式 讲完 立刻 函数 讲解 学了 办天 公式 推导 直接 函数库 项目 些小 项目 直接 用库 至少 做 项目 调参 最后 实现 遇到 问题 解决 详细 讲下 不好 讲 讲 争取 讲点 不好 其实 邹 老师 昨晚 最后 代码 实现 理论 好像 脱节 课程设计 问题 即然 后面 用库 前面 理论 推导 讲太多 即然 理论 推导 讲 却 直接 用库 觉得 尴尬 象 学 驾驶 讲课 汽车 原理 设计 讲得 头头是道 最后 人 学会 开车 觉得 课程设计 问题 当然 否认 邹 老师 讲得 不错 一定 意义 公式 推导 讲 是否 值 意义 觉得 课程设计 问题 昨晚 实现 根本 一点 意义 象 学 驾驶 讲课 汽车 原理 设计 讲得 头头是道 最后 人 学会 开车 其实 每个 公式 地方 讲下 就行了 应用 数学 专业 公式 推导 证明 兴趣 推导 真是 浪费时间 项目 讲 详细 原理 沒 必要 化 时间 讲 详细 不是 原理 重要 课程设计 问题 整个 课程设计 问题 不报 问题 其实 邹 老师 昨晚 最后 代码 实现 理论 好像 脱节 课程设计 问题 即然 后面 用库 前面 理论 推导 讲太多 即然 理论 推导 讲 却 直接 用库 觉得 尴尬 其实 邹 老师 昨晚 最后 代码 实现 理论 好像 脱节 课程设计 问题 即然 后面 用库 前面 理论 推导 讲太多 即然 理论 推导 讲 却 直接 用库 觉得 尴尬 去 回 视频 邹 老师 承认 挑 一边 挑 自相矛盾 感觉 问题 肯定 想 办法 邹 老师 统计学 讲 公式 讲 代码 托 托 实实在在 提 意见 急死了 提意见 总比去 网上 提好 逼 去 网上 发 提个 意见 托 托 学员 是不是 一定 要说 老师 好 注意 用词 至少 沒 污蔑 托 阴阳怪气 说句实话 第一 肯定 沒 水平 马云 第一 算了 算了 每个 老师 优点 肯定 不会 完美 说句实话 聊天记录 发 网上 别人 会 看小象 提个 意见 老师 认为 一群 学员 攻击 至少 沒 污蔑 任何人 老师 讲 好 课程 设计 直接 问邹 老师 邹 老师 2.7 2.7 代表 未来 去 麦子 学院 机器 学习 对比 麦子 学院 里面 算法 代码 讲 修改 网上 视频 卖 邹 老师 公式 推导 讲 清楚 后面 实现 只用 库函数 其实 很大 遗憾 听 炼术 麦 孑 小 象 只能 各有特色 对比 才 会 提高 坐井观天 肯定 不行 大 数据 统计学 基础 不错 私下 分享 挑 需要 可能 全看 听 完 邹 老师 讲 公式 听 麦子 实现 麦 孑 公式 沒邹 老师 讲 清楚 svm 麦子 代码 当然 理论 部分 真 讲 python 不是 代码 对照 公式 一行 一行 讲 当然 公式 推导 出来 麦子 的确 讲清楚 就事论事 麦子 注重 应用 不是 每个 人 懂 python 很熟 前提 重要 熟练 基础 区别 熟练 水平 肯定 你好 只 想 邹 老师 提醒 教 机器 学习 一位 取长补短 才能 做 更好 说实话 纠结 定义 毫无意义 懂 就行了 当然 想当 数学家 误导 学员 这是 数学 牛 逼 牛 逼 数学 专业 现实 理论 占 成 应用 占 式 成 说句实话 牛 逼 人 时间 网上 上课 大家 混混 混混 邹 老师 属于 那种 怀才不遇 中科院 Pk 教授 外面 沒 马云 人 赏识 课 大学 教学 没什么 项目 经验 推导 公式 喜欢 百度 邹博 培训 无 学术 肯定 不行 项目 沒 做 做 项目 出来 亮亮 北京 犯罪率 忽悠 人 过分 项目 亮 出来 大家 服 教学 科研 水平 看到 网上 全国 第一 才 报名 期望值 太高 论文 论文 至少 论文 学习 论文 公开
300,赶紧 看吧 黑屏 讲完 额
390,好 视频 下载 电脑 本书
51,相等 矩阵
119,轮胎 哥 见到 大神 qq 群 点击 反应 报过 QQ号 进入 qq 群 没有 反应 mac 开着 qq 无语 难得 一次 直播
301,http wxe9c061d2aed9ae09 wx 91pintuan com group 587f6d39ed3bd6ce7026af52
